"catalogue","genus","species","longdec","latdec"
"R40117","Anilios","australis",118,-34.4166
"R132106","Anilios","australis",118,-34.8666
"R132030","Anilios","australis",118.0167,-32.1833
"R134054","Anilios","australis",118.1039,-31.8563
"R6819","Anilios","australis",118.1167,-30.4833
"R56874","Anilios","australis",118.15,-33.55
"R4669","Anilios","australis",118.2,-30.9166
"R91122","Anilios","australis",118.2167,-34.3166
"R91111","Anilios","australis",118.2333,-34.4833
"R100517","Anilios","australis",118.25,-34.4833
"R134517","Anilios","australis",118.3036,-32.9419
"R130348","Anilios","australis",118.3142,-33.3572
"R52603","Anilios","australis",118.35,-32.3666
"R1161","Anilios","australis",118.3833,-32.0666
"R212","Anilios","australis",118.4833,-33.9666
"R121150","Anilios","australis",118.7,-34.2666
"R156217","Anilios","australis",118.7422,-33.5266
"R156218","Anilios","australis",118.7653,-33.5808
"R143093","Anilios","australis",118.8033,-33.3605
"R39836","Anilios","australis",118.8667,-33.5166
"R39845","Anilios","australis",118.8833,-33.5
"R15125","Anilios","australis",118.9167,-33.9333
"R121894","Anilios","australis",118.9167,-34.1666
"R43727","Anilios","australis",119.0333,-32.8166
"R115969","Anilios","australis",119.15,-32.9333
"R31669","Anilios","australis",119.1667,-32.1833
"R58741","Anilios","australis",119.2333,-32.7333
"R144542","Anilios","australis",119.2742,-30.2561
"R119345","Anilios","australis",119.3333,-33.5
"R126078","Anilios","australis",119.3333,-33.9833
"R134504","Anilios","australis",119.3397,-32.693
"R29576","Anilios","australis",119.3833,-32.6333
"R113671","Anilios","australis",119.4225,-31.3444
"R143055","Anilios","australis",119.6717,-33.4872
"R166806","Anilios","australis",119.695,-32.4108
"R76189","Anilios","australis",119.7,-30.3
"R156945","Anilios","australis",119.72,-32.4158
"R82982","Anilios","australis",119.75,-31.1333
"R121236","Anilios","australis",119.75,-30.2833
"R143048","Anilios","australis",119.7572,-33.2594
"R166812","Anilios","australis",119.7675,-32.7161
"R166807","Anilios","australis",119.8017,-32.7158
"R166809","Anilios","australis",119.8081,-32.7286
"R65293","Anilios","australis",119.8333,-32.3666
"R96775","Anilios","australis",119.8556,-33.7777
"R119834","Anilios","australis",119.9167,-33.6
"R119300","Anilios","australis",119.9333,-33.6166
"R143041","Anilios","australis",119.9914,-33.0333
"R143050","Anilios","australis",119.9978,-33.0666
"R78187","Anilios","australis",120.0167,-33.9166
"R29465","Anilios","australis",120.03,-33.58
"R88512","Anilios","australis",120.0333,-33.9166
"R119301","Anilios","australis",120.05,-33.5833
"R85146","Anilios","australis",120.0667,-33.9
"R81407","Anilios","australis",120.1,-33.55
"R129763","Anilios","australis",120.1514,-33.5902
"R173356","Anilios","australis",120.1925,-33.7255
"R156214","Anilios","australis",120.1933,-33.68
"R156213","Anilios","australis",120.1989,-33.6819
"R124841","Anilios","australis",120.3022,-33.6819
"R146903","Anilios","australis",120.3175,-33.5652
"R144239","Anilios","australis",120.3275,-33.5861
"R163620","Anilios","australis",120.3586,-33.5944
"R163621","Anilios","australis",120.3617,-33.593
"R119246","Anilios","australis",120.3667,-33.65
"R146902","Anilios","australis",120.3953,-33.6616
"R126994","Anilios","australis",120.5,-32.25
"R156996","Anilios","australis",120.6333,-32.3333
"R172443","Anilios","australis",120.6474,-30.0218
"R65362","Anilios","australis",120.7417,-32.025
"R121358","Anilios","australis",121.03,-33.2144
"R165620","Anilios","australis",121.05,-30.3666
"R103644","Anilios","australis",121.0667,-31.0166
"R7064","Anilios","australis",121.1167,-30.45
"R144123","Anilios","australis",121.1183,-30.3519
"R144102","Anilios","australis",121.1242,-30.3788
"R173344","Anilios","australis",121.125855,-32.897809
"R173343","Anilios","australis",121.150842,-32.91755
"R144968","Anilios","australis",121.2478,-30.54
"R73790","Anilios","australis",121.25,-33.25
"R112877","Anilios","australis",121.2622,-30.5427
"R78981","Anilios","australis",121.3167,-33.3
"R33380","Anilios","australis",121.3833,-32.9833
"R151250","Anilios","australis",121.41,-32.82
"R151249","Anilios","australis",121.4467,-32.7
"R27","Anilios","australis",121.4667,-30.7333
"R114691","Anilios","australis",121.4667,-30.8333
"R.2172","Anilios","australis",121.47,-30.75
"R.3365","Anilios","australis",121.48,-30.78
"R318","Anilios","australis",121.5667,-31.5333
"R86446","Anilios","australis",121.6333,-31.2166
"R108501","Anilios","australis",121.6667,-31.2
"R4968","Anilios","australis",121.7167,-33.2333
"R135228","Anilios","australis",121.7417,-32.1602
"R9398","Anilios","australis",121.7667,-32.2
"R3801","Anilios","australis",121.7833,-32.2
"R47256","Anilios","australis",121.7833,-31.7833
"R3329","Anilios","australis",121.8,-30.75
"R127402","Anilios","australis",121.8333,-33.8666
"R27269","Anilios","australis",121.8833,-33.8666
"R135244","Anilios","australis",121.8994,-32.048
"R.89697","Anilios","australis",121.9,-33.83
"R47744","Anilios","australis",121.9,-33.7166
"R150354","Anilios","australis",121.9375,-30.8994
"R100805","Anilios","australis",122.0833,-33.8666
"R42480","Anilios","australis",122.15,-33.9833
"R142295","Anilios","australis",122.2983,-33.5666
"R93286","Anilios","australis",122.7167,-33.2
"R.6583","Anilios","australis",122.8,-32.03
"R108520","Anilios","australis",122.9667,-33.8208
"R108289","Anilios","australis",122.9958,-33.8625
"R36230","Anilios","australis",123.3833,-33.3
"R58040","Anilios","australis",123.4333,-32.4666
"R108514","Anilios","australis",123.4375,-33.8208
"R108517","Anilios","australis",123.4375,-33.4583
"R108521","Anilios","australis",123.4583,-33.4583
"R71744","Anilios","australis",123.6169,-32.3947
"R44968","Anilios","australis",124.5333,-32.8833
"R.42756","Anilios","batillus",147.371,-35.121
"R147172","Anilios","bicolor",123.5833,-28.2
"R147176","Anilios","bicolor",123.6,-28.2333
"R163657","Anilios","bicolor",123.6,-28.2
"R166051","Anilios","bicolor",125.7894,-28.3575
"R62252","Anilios","bicolor",129.0139,-28.5069
"R70736","Anilios","bicolor",129.53454,-28.86154
"R63435","Anilios","bicolor",131.4964,-31.4811
"R63115","Anilios","bicolor",131.6417,-31.3572
"R65749","Anilios","bicolor",131.6931,-30.0042
"R62966","Anilios","bicolor",132.8144,-31.5539
"R62967","Anilios","bicolor",132.8303,-31.6042
"R69126","Anilios","bicolor",134.1878,-30.7992
"R40981","Anilios","bicolor",134.48,-32.98
"R31921","Anilios","bicolor",134.7044,-32.1394
"R36502","Anilios","bicolor",134.8222,-33.1861
"R56564","Anilios","bicolor",135.0353,-32.5217
"R56557","Anilios","bicolor",135.6972,-32.655
"R56608","Anilios","bicolor",135.7719,-32.9728
"R71415","Anilios","bicolor",136.1931753,-33.2058042
"R29195","Anilios","bicolor",136.35,-32.62
"R67512","Anilios","bicolor",136.8517,-33.2556
"R67909","Anilios","bicolor",137.0567,-33.1986
"R67511","Anilios","bicolor",137.0669,-33.2906
"R67907","Anilios","bicolor",137.0669,-33.2908
"R39175","Anilios","bicolor",137.13,-33.17
"R53188","Anilios","bicolor",138.0508,-32.7811
"R56386","Anilios","bicolor",138.2292,-33.2289
"R63034","Anilios","bicolor",138.9389,-33.7625
"R65474","Anilios","bicolor",139.0881,-33.4414
"R69232","Anilios","bicolor",139.102386,-35.075635
"R18739","Anilios","bicolor",139.2,-34.6
"R63472","Anilios","bicolor",139.33,-30.17
"R67255","Anilios","bicolor",139.3706,-30.3317
"R42472","Anilios","bicolor",139.47,-34.97
"R38446","Anilios","bicolor",139.4808,-35.2478
"R41173","Anilios","bicolor",139.5611,-33.2917
"R43160","Anilios","bicolor",139.6,-34.57
"R54590","Anilios","bicolor",139.6,-34.28
"R67654","Anilios","bicolor",139.8153,-34.2347
"R41585","Anilios","bicolor",139.9361,-33.3997
"R55342","Anilios","bicolor",139.98,-33.7183
"R65540","Anilios","bicolor",140.0214,-32.0483
"R41567","Anilios","bicolor",140.1083,-33.2917
"R41668","Anilios","bicolor",140.4719,-33.7556
"R50105","Anilios","bicolor",140.48,-33.62
"R70478","Anilios","bicolor",140.5175,-34.3442
"R61971","Anilios","bicolor",140.5556,-31.9872
"R41666","Anilios","bicolor",140.5994,-33.7308
"R41667","Anilios","bicolor",140.6222,-33.7464
"R45508","Anilios","bicolor",140.685,-35.0839
"R46662","Anilios","bicolor",140.8333,-34.9583
"R.174363","Anilios","bicolor",146.65,-31.52
"R7183","Ramphotyphlops","bituberculatus",115.85,-31.95
"R13825","Anilios","bituberculatus",116.0167,-32.1666
"R6002","Anilios","bituberculatus",116.0333,-31.9333
"R4188","Anilios","bituberculatus",116.7667,-31.8833
"R7190","Ramphotyphlops","bituberculatus",117.02,-31.8
"R509","Anilios","bituberculatus",117.1833,-32.9333
"R7008","Anilios","bituberculatus",117.2333,-33.0666
"R115538","Anilios","bituberculatus",117.55,-33.6833
"R136213","Anilios","bituberculatus",117.6972,-33.0855
"R86939","Anilios","bituberculatus",117.7,-33.0833
"R12654","Anilios","bituberculatus",117.8667,-32.3333
"R5078","Anilios","bituberculatus",118.2,-30.9166
"R69111","Anilios","bituberculatus",119.0903,-28.5611
"R5964","Anilios","bituberculatus",119.2167,-31.1166
"R126492","Anilios","bituberculatus",119.5833,-30.3666
"R144854","Anilios","bituberculatus",119.5833,-30.35
"R173349","Anilios","bituberculatus",119.586,-30.8351
"R37932","Anilios","bituberculatus",119.6667,-31.5833
"R126493","Anilios","bituberculatus",119.6833,-30.35
"R144856","Anilios","bituberculatus",119.6833,-30.3333
"R172520","Anilios","bituberculatus",119.7667,-32.65
"R135670","Anilios","bituberculatus",120.05,-33.6
"R.3355","Anilios","bituberculatus",120.53,-28.08
"R21575","Anilios","bituberculatus",120.55,-31.1666
"R144913","Anilios","bituberculatus",121.0019,-30.3972
"R4811","Anilios","bituberculatus",121.0333,-29.7
"R146986","Anilios","bituberculatus",121.0372,-30.3305
"R146990","Anilios","bituberculatus",121.05,-30.3666
"R146987","Anilios","bituberculatus",121.1225,-30.3972
"R144136","Anilios","bituberculatus",121.1239,-30.3777
"R144106","Anilios","bituberculatus",121.1242,-30.3788
"D4626","Ramphotyphlops","bituberculatus",121.15,-30.95
"R144974","Anilios","bituberculatus",121.25,-30.5666
"R112528","Anilios","bituberculatus",121.2603,-30.4263
"R4721","Anilios","bituberculatus",121.3333,-30.8333
"R5317","Anilios","bituberculatus",121.3333,-30.45
"R17956","Anilios","bituberculatus",121.3333333,-30.83333333
"R114694","Anilios","bituberculatus",121.4,-30.8333
"R73554","Anilios","bituberculatus",121.4167,-32.65
"R26","Anilios","bituberculatus",121.4667,-30.7333
"R33381","Anilios","bituberculatus",121.4667,-32.9666
"R136851","Anilios","bituberculatus",121.4667,-30.75
"R26336","Anilios","bituberculatus",121.5,-30.75
"R26419","Anilios","bituberculatus",121.6333,-32.9666
"R84984","Anilios","bituberculatus",121.6333,-31.2166
"R135243","Anilios","bituberculatus",121.74,-32.15
"R8219","Anilios","bituberculatus",121.7667,-32.2
"R91003","Anilios","bituberculatus",121.7833,-31.5166
"R150352","Anilios","bituberculatus",121.9375,-30.8994
"R143978","Anilios","bituberculatus",122.2406,-33.4844
"R131653","Anilios","bituberculatus",122.3667,-29.7833
"R131846","Anilios","bituberculatus",122.4333,-29.2
"R41630","Anilios","bituberculatus",122.8,-32.0166
"R93369","Anilios","bituberculatus",123.4167,-33.3833
"R65555","Anilios","bituberculatus",123.6028,-31.3555
"R154423","Anilios","bituberculatus",123.9769,-29.9638
"R39779","Anilios","bituberculatus",124.8667,-30.9
"R137252","Anilios","bituberculatus",125.1667,-29.6833
"R41230","Anilios","bituberculatus",125.8,-30.35
"R37048","Anilios","bituberculatus",125.8667,-31.9833
"R73191","Anilios","bituberculatus",126.1,-32.05
"R77848","Anilios","bituberculatus",126.2611,-32.0111
"R137249","Anilios","bituberculatus",127.7333,-30.0166
"R137217","Anilios","bituberculatus",127.7833,-30.0333
"R137250","Anilios","bituberculatus",127.8167,-30.0333
"R137251","Anilios","bituberculatus",127.9,-30.0666
"R16914","Anilios","bituberculatus",128.1167,-30.85
"R36471","Anilios","bituberculatus",128.1167,-30.8
"R174270","Anilios","bituberculatus",128.3133,-29.8739
"R59529","Anilios","bituberculatus",129.0869444,-31.5961111
"R60344","Anilios","bituberculatus",129.1044,-29.5411
"R70737","Anilios","bituberculatus",129.53454,-28.86154
"R63170","Anilios","bituberculatus",131.1731,-31.3289
"R63169","Anilios","bituberculatus",131.1747,-31.3808
"R63063","Anilios","bituberculatus",131.1797,-31.3417
"R59502","Anilios","bituberculatus",131.2769444,-29.8963889
"R59347","Anilios","bituberculatus",131.2791667,-29.8963889
"R51545","Anilios","bituberculatus",131.5,-26.2353
"R65752","Anilios","bituberculatus",131.6469,-30.0817
"R65751","Anilios","bituberculatus",131.6492,-30.0764
"R63127","Anilios","bituberculatus",131.6753,-31.3142
"R44841","Anilios","bituberculatus",131.7933,-26.2486
"R65554","Anilios","bituberculatus",132.2228,-30.9175
"R25214","Anilios","bituberculatus",132.2666667,-24.08333333
"R50191","Anilios","bituberculatus",132.5478,-26.1717
"D67681","Ramphotyphlops","bituberculatus",132.72,-23.62
"D8758","Ramphotyphlops","bituberculatus",132.8666667,-31.5833333
"R15941","Anilios","bituberculatus",133.4333333,-23.73333333
"R17276","Anilios","bituberculatus",133.8666667,-23.7
"R34077","Anilios","bituberculatus",133.8833333,-24.73333333
"R34109","Anilios","bituberculatus",133.8833333,-23.73333333
"R26786","Anilios","bituberculatus",133.8976667,-23.8725
"J58452","Anilios","bituberculatus",134,-31.75
"R56652","Anilios","bituberculatus",134.2711,-32.8297
"R26766","Anilios","bituberculatus",134.2845,-24.03683333
"R61943","Anilios","bituberculatus",134.2858,-32.6075
"R15595","Anilios","bituberculatus",134.3833333,-23.58333333
"R44731","Anilios","bituberculatus",134.425,-27.5561
"R58164","Anilios","bituberculatus",134.5044,-28.4414
"R40911","Anilios","bituberculatus",134.6392,-33.1369
"R67340","Anilios","bituberculatus",134.7894,-31.3114
"R36515","Anilios","bituberculatus",134.8222,-33.1861
"D12693","Ramphotyphlops","bituberculatus",134.88,-25.93
"R35615","Anilios","bituberculatus",135.1333333,-22.85
"R62428","Anilios","bituberculatus",135.1717,-29.305
"R64002","Anilios","bituberculatus",135.3331,-27.5097
"R28385","Anilios","bituberculatus",135.45,-32.63
"R26445","Anilios","bituberculatus",135.47,-33.05
"D9514","Ramphotyphlops","bituberculatus",135.52,-32.38
"R62013","Anilios","bituberculatus",135.6472,-31.9444
"R62008","Anilios","bituberculatus",135.6794,-31.9525
"R20806","Anilios","bituberculatus",135.95,-32.85
"R58536","Anilios","bituberculatus",136.1639,-33.9481
"R47286","Anilios","bituberculatus",136.4464,-28.4156
"R18621","Anilios","bituberculatus",136.57,-33.92
"R46448","Anilios","bituberculatus",136.5969,-29.1831
"R46458","Anilios","bituberculatus",136.6308,-29.2164
"R21030","Anilios","bituberculatus",136.8,-30.5
"R38082","Anilios","bituberculatus",136.93,-31.08
"R18622","Anilios","bituberculatus",137,-33.5
"R67267","Anilios","bituberculatus",137.0136,-33.0614
"R67713","Anilios","bituberculatus",137.0144,-35.0597
"R47385","Anilios","bituberculatus",137.2858,-29.77
"R62693","Anilios","bituberculatus",137.5728,-32.7756
"R46262","Anilios","bituberculatus",137.5769,-33.0244
"R59685","Anilios","bituberculatus",137.5986111,-34.9422222
"R40765","Anilios","bituberculatus",137.83,-32.48
"R63981","Anilios","bituberculatus",137.8511,-32.6997
"R63990","Anilios","bituberculatus",137.8972,-32.7236
"R53126","Anilios","bituberculatus",137.9561,-32.3
"R69078","Anilios","bituberculatus",138.0528,-32.0919
"R59212","Anilios","bituberculatus",138.085,-34.0130556
"R53253","Anilios","bituberculatus",138.1006,-33.04
"R66595","Anilios","bituberculatus",138.1008,-30.2869
"R31575","Anilios","bituberculatus",138.15,-33.43
"R48359","Anilios","bituberculatus",138.2,-34.275
"R66062","Anilios","bituberculatus",138.2772,-30.0667
"R68223","Anilios","bituberculatus",138.3469,-34.5428
"R29513","Anilios","bituberculatus",138.4,-33.58
"R53240","Anilios","bituberculatus",138.5581,-31.5411
"R40830","Anilios","bituberculatus",138.7,-34.57
"R67711","Anilios","bituberculatus",138.7206,-34.6722
"R39522","Anilios","bituberculatus",139.1614,-35.0972
"R56534","Anilios","bituberculatus",139.4186,-33.195
"R42321","Anilios","bituberculatus",139.53,-30.6
"D8935","Anilios","bituberculatus",139.57,-34.77
"J23337","Anilios","bituberculatus",139.7667,-31.2167
"R41360","Anilios","bituberculatus",139.8,-33.7778
"R39658","Anilios","bituberculatus",139.9889,-35.755
"R41495","Anilios","bituberculatus",140.02,-32.8806
"R55139","Anilios","bituberculatus",140.1375,-33.7611
"R59852","Anilios","bituberculatus",140.1592,-34.165
"R67467","Anilios","bituberculatus",140.1775,-32.0058
"R51005","Anilios","bituberculatus",140.1781,-27.4808
"R24765","Anilios","bituberculatus",140.18,-28.17
"R41782","Anilios","bituberculatus",140.1836,-33.3122
"R50997","Anilios","bituberculatus",140.2289,-27.4078
"J39592","Anilios","bituberculatus",140.2333,-25.6333
"R39537","Anilios","bituberculatus",140.3158,-35.8608
"R56367","Anilios","bituberculatus",140.3683,-34.1717
"R41665","Anilios","bituberculatus",140.4783,-33.7547
"R70463","Anilios","bituberculatus",140.5175,-34.3442
"R65851","Anilios","bituberculatus",140.5408,-32.0958
"R70462","Anilios","bituberculatus",140.6122,-34.2928
"R58732","Anilios","bituberculatus",140.6394,-34.2506
"R61948","Anilios","bituberculatus",140.6556,-33.6636
"R46180","Anilios","bituberculatus",140.7242,-35.1258
"D16289","Anilios","bituberculatus",140.75,-34.17
"R05133","Anilios","bituberculatus",140.75,-34.16666667
"R18867","Anilios","bituberculatus",140.77,-27.73
"R58590","Anilios","bituberculatus",140.8503,-34.0053
"R41310","Anilios","bituberculatus",140.9222,-32.8694
"D18205","Anilios","bituberculatus",141,-34.8
